Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001290960;7498;Arbetad tid;1 571 891,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001290960;7498;Arbetad tid;-7 263,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001290960;7498;Arbetad tid;77 281,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001290960;7499;Övriga främmande tjänster;16 509,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001290960;7459;Övriga konsulttjänster;1,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001288738;7051;Hotell och logi;-1 513,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001288738;7051;Hotell och logi;-3 857,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001288738;7059;Övriga resekostnader;-1 247,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001288738;7059;Övriga resekostnader;-1 064,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001288738;7651;Kurs- och konferensavgifter mm;-72 840,00
400 - Stadsmiljönämnden;TRAFIKVERKET;2021006297;4001288738;7651;Kurs- och konferensavgifter mm;-18 500,00
400 - Stadsmiljönämnden;TRAFIKVERKET/AVD REDOVISNING;2021006297;4001284186;4541;Kostnadsföring bidrag statlig infrastruktur;3 181 734,00
400 - Stadsmiljönämnden;TRAFIKVERKET/AVD REDOVISNING;2021006297;4001284187;4541;Kostnadsföring bidrag statlig infrastruktur;351 397,00
161 - Nämnden för funktionsstöd;INSPEKTIONEN FÖR VÅRD OCH OMSORG;2021006537;1611398246;7361;Straffavgifter och skadestånd;75 800,00
161 - Nämnden för funktionsstöd;INSPEKTIONEN FÖR VÅRD OCH OMSORG;2021006537;1611397350;7361;Straffavgifter och skadestånd;123 900,00
800 - Miljö- och klimatnämnden;FOLKHÄLSOMYNDIGHETEN;2021006545;8001036937;7499;Övriga främmande tjänster;550,50
800 - Miljö- och klimatnämnden;FOLKHÄLSOMYNDIGHETEN;2021006545;8001036938;7499;Övriga främmande tjänster;550,50
800 - Miljö- och klimatnämnden;FOLKHÄLSOMYNDIGHETEN;2021006545;8001036939;7499;Övriga främmande tjänster;2 850,50
800 - Miljö- och klimatnämnden;FOLKHÄLSOMYNDIGHETEN;2021006545;8001036940;7499;Övriga främmande tjänster;550,50
800 - Miljö- och klimatnämnden;FOLKHÄLSOMYNDIGHETEN;2021006545;8001036941;7499;Övriga främmande tjänster;550,50
166 - Socialnämnden Hisingen;SÖDERTÄLJE KOMMUN;2120000159;1661082382;4630;Köp av huvudverksamhet;3 388,00
625 - Nämnden för arbetsmarknad och vuxenutb;NACKA KOMMUN;2120000167;6251057543;4630;Köp av huvudverksamhet;4 550,00
609 - Grundskolenämnden;SOLNA STAD;2120000183;6092188018;4630;Köp av huvudverksamhet;7 500,75
609 - Grundskolenämnden;SOLNA STAD;2120000183;6092188018;4630;Köp av huvudverksamhet;4 218,25
608 - Förskolenämnden;SOLNA STAD;2120000183;6081786342;4630;Köp av huvudverksamhet;11 733,00
625 - Nämnden för arbetsmarknad och vuxenutb;LIDINGÖ STAD;2120000191;6251057128;4630;Köp av huvudverksamhet;3 754,00
625 - Nämnden för arbetsmarknad och vuxenutb;ESKILSTUNA KOMMUN;2120000357;6251057553;4630;Köp av huvudverksamhet;2 160,00
609 - Grundskolenämnden;ÖDESHÖGS KOMMUN;2120000373;6092189639;4630;Köp av huvudverksamhet;9 434,00
609 - Grundskolenämnden;ÖDESHÖGS KOMMUN;2120000373;6092189641;4630;Köp av huvudverksamhet;8 330,00
160 - Äldre samt vård- och omsorgsnämnden;YDRE KOMMUN;2120000381;1601681257;4630;Köp av huvudverksamhet;1 790,00
609 - Grundskolenämnden;MJÖLBY KOMMUN;2120000480;6092188738;4630;Köp av huvudverksamhet;8 933,00
609 - Grundskolenämnden;ANEBY KOMMUN;2120000498;6092189306;4630;Köp av huvudverksamhet;39 764,00
608 - Förskolenämnden;VÄRNAMO KOMMUN;2120000555;6081786022;4630;Köp av huvudverksamhet;12 838,00
610 - Utbildningsnämnden;LJUNGBY KOMMUN;2120000670;6101608501;4630;Köp av huvudverksamhet;11 634,00
610 - Utbildningsnämnden;TORSÅS KOMMUN;2120000696;6101606911;4630;Köp av huvudverksamhet;-142 167,00
161 - Nämnden för funktionsstöd;MÖRBYLÅNGA KOMMUN;2120000704;1611409417;4630;Köp av huvudverksamhet;12 600,00
161 - Nämnden för funktionsstöd;MÖRBYLÅNGA KOMMUN;2120000704;1611409418;4630;Köp av huvudverksamhet;10 709,00
625 - Nämnden för arbetsmarknad och vuxenutb;NYBRO KOMMUN;2120000753;6251057524;4630;Köp av huvudverksamhet;92 000,00
161 - Nämnden för funktionsstöd;RONNEBY KOMMUN;2120000837;1611408447;4630;Köp av huvudverksamhet;129,00
625 - Nämnden för arbetsmarknad och vuxenutb;KARLSHAMNS KOMMUN;2120000845;6251056777;4630;Köp av huvudverksamhet;51 100,00
625 - Nämnden för arbetsmarknad och vuxenutb;KARLSHAMNS KOMMUN;2120000845;6251057002;4630;Köp av huvudverksamhet;-14 600,00
160 - Äldre samt vård- och omsorgsnämnden;PERSTORPS KOMMUN;2120000910;1601683740;6329;Hyra/leasing övriga inventarier;724,00
609 - Grundskolenämnden;KRISTIANSTADS KOMMUN;2120000951;6092188575;4630;Köp av huvudverksamhet;15 562,00
610 - Utbildningsnämnden;HÖÖRS KOMMUN;2120001116;6101608589;4630;Köp av huvudverksamhet;14 711,00
609 - Grundskolenämnden;MALMÖ STAD GRUNDSKOLEFÖRVALTNINGE;2120001124;6092186183;4630;Köp av huvudverksamhet;35 493,00
609 - Grundskolenämnden;MALMÖ STAD GRUNDSKOLEFÖRVALTNINGE;2120001124;6092186183;4630;Köp av huvudverksamhet;3 833,00
166 - Socialnämnden Hisingen;MALMÖ STAD, ARBETSMARKNADS- OCH SOCIALFÖRVALTNINGEN;2120001124;1661081966;4630;Köp av huvudverksamhet;126 000,00
610 - Utbildningsnämnden;LUNDS KOMMUN;2120001132;6101606879;4630;Köp av huvudverksamhet;8 283,00
161 - Nämnden för funktionsstöd;LUNDS KOMMUN;2120001132;1611401956;4630;Köp av huvudverksamhet;3 412,00
609 - Grundskolenämnden;HELSINGBORGS STAD;2120001157;6092182177;4630;Köp av huvudverksamhet;66 053,00
609 - Grundskolenämnden;HELSINGBORGS STAD;2120001157;6092182177;4630;Köp av huvudverksamhet;-10 989,00
609 - Grundskolenämnden;HELSINGBORGS STAD;2120001157;6092182177;4630;Köp av huvudverksamhet;48 867,00
609 - Grundskolenämnden;HELSINGBORGS STAD;2120001157;6092202917;4630;Köp av huvudverksamhet;48 867,00
610 - Utbildningsnämnden;KUNGSBACKA KOMMUN;2120001256;6101606843;7459;Övriga konsulttjänster;6 480,00
160 - Äldre samt vård- och omsorgsnämnden;KUNGSBACKA KOMMUN;2120001256;1601681261;7499;Övriga främmande tjänster;-13 300,00
160 - Äldre samt vård- och omsorgsnämnden;KUNGSBACKA KOMMUN;2120001256;1601661560;7499;Övriga främmande tjänster;13 300,00
609 - Grundskolenämnden;KUNGSBACKA KOMMUN;2120001256;6092194871;4630;Köp av huvudverksamhet;550 297,00
609 - Grundskolenämnden;KUNGSBACKA KOMMUN;2120001256;6092194871;4630;Köp av huvudverksamhet;77 838,00
609 - Grundskolenämnden;KUNGSBACKA KOMMUN;2120001256;6092194871;4630;Köp av huvudverksamhet;53 996,00
230 - Stadsfastighetsnämnden;KUNGSBACKA KOMMUN;2120001256;2302180800;6175;Husbyggnadsentreprenader;13 300,00
230 - Stadsfastighetsnämnden;KUNGSBACKA KOMMUN;2120001256;2302180802;6175;Husbyggnadsentreprenader;13 300,00
230 - Stadsfastighetsnämnden;KUNGSBACKA KOMMUN;2120001256;2302180808;6175;Husbyggnadsentreprenader;-13 300,00
560 - Kretslopp och vattennämnden;KUNGSBACKA KOMMUN EKONOMI;2120001256;5601374603;4630;Köp av huvudverksamhet;3 700,00
560 - Kretslopp och vattennämnden;KUNGSBACKA KOMMUN EKONOMI;2120001256;5601372662;4630;Köp av huvudverksamhet;88 600,00
230 - Stadsfastighetsnämnden;HÄRRYDA KOMMUN;2120001264;2302171838;6175;Husbyggnadsentreprenader;15 769,00
608 - Förskolenämnden;PARTILLE KOMMUN;2120001272;6081778396;4630;Köp av huvudverksamhet;167 174,42
608 - Förskolenämnden;PARTILLE KOMMUN;2120001272;6081778396;4630;Köp av huvudverksamhet;11 233,58
161 - Nämnden för funktionsstöd;PARTILLE KOMMUN;2120001272;1611400179;4630;Köp av huvudverksamhet;6 015,00
609 - Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092187994;7499;Övriga främmande tjänster;220,00
609 - Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092187989;4630;Köp av huvudverksamhet;17 836,00
609 - Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092187989;4630;Köp av huvudverksamhet;1 335 178,00
609 - Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092187990;4630;Köp av huvudverksamhet;91 640,00
163 - Socialnämnden Nordost;PARTILLE KOMMUN;2120001272;1631111572;7499;Övriga främmande tjänster;10 000,00
610 - Utbildningsnämnden;PARTILLE KOMMUN;2120001272;6101606440;7499;Övriga främmande tjänster;2 500,00
610 - Utbildningsnämnden;STENUNGSUNDS KOMMUN;2120001298;6101606743;4630;Köp av huvudverksamhet;28 558,00
610 - Utbildningsnämnden;STENUNGSUNDS KOMMUN;2120001298;6101606741;4630;Köp av huvudverksamhet;71 534,00
609 - Grundskolenämnden;STENUNGSUNDS KOMMUN;2120001298;6092188996;4630;Köp av huvudverksamhet;10 989,00
609 - Grundskolenämnden;STENUNGSUNDS KOMMUN;2120001298;6092188996;4630;Köp av huvudverksamhet;10 989,00
608 - Förskolenämnden;STENUNGSUNDS KOMMUN;2120001298;6081779405;4630;Köp av huvudverksamhet;38 132,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601682110;4630;Köp av huvudverksamhet;17 850,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601682113;4630;Köp av huvudverksamhet;6 630,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601682109;4630;Köp av huvudverksamhet;18 819,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601682111;4630;Köp av huvudverksamhet;7 430,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601682112;4630;Köp av huvudverksamhet;22 730,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601684038;4630;Köp av huvudverksamhet;7 452,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601684036;4630;Köp av huvudverksamhet;1 656,00
160 - Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601684037;4630;Köp av huvudverksamhet;20 700,00
609 - Grundskolenämnden;ORUST KOMMUN;2120001314;6092206715;4630;Köp av huvudverksamhet;21 978,00
609 - Grundskolenämnden;ORUST KOMMUN;2120001314;6092206715;4630;Köp av huvudverksamhet;21 978,00
625 - Nämnden för arbetsmarknad och vuxenutb;ORUST KOMMUN;2120001314;6251057525;4630;Köp av huvudverksamhet;16 800,00
161 - Nämnden för funktionsstöd;MUNKEDALS KOMMUN;2120001330;1611408500;7011;Transporter;15 400,00
161 - Nämnden för funktionsstöd;MUNKEDALS KOMMUN;2120001330;1611408500;4630;Köp av huvudverksamhet;26 115,00
609 - Grundskolenämnden;MUNKEDALS KOMMUN;2120001330;6092206822;4630;Köp av huvudverksamhet;-33 168,00
160 - Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601684369;4630;Köp av huvudverksamhet;31 510,00
160 - Äldre samt vård- och omsorgsnämnden;Förskoleförvaltningen;2120001355;1601669410;1615;Fordran anställda Västtrafik;7 654,00
609 - Grundskolenämnden;Utbildningsförvaltningen;2120001355;6092188060;1615;Fordran anställda Västtrafik;6 958,00
161 - Nämnden för funktionsstöd;Äldre samt vård- och omsorgsförvaltningen;2120001355;1611397306;1615;Fordran anställda Västtrafik;3 396,00
560 - Kretslopp och vattennämnden;MÖLNDALS STAD;2120001363;5601372398;7431;Administrativa tjänster;17 190,00
165 - Socialnämnden Sydväst;MÖLNDALS STAD;2120001363;1651133117;7101;Representation;960,00
608 - Förskolenämnden;MÖLNDALS STAD;2120001363;6081786313;4630;Köp av huvudverksamhet;435 393,00
161 - Nämnden för funktionsstöd;MÖLNDALS STAD;2120001363;1611397452;4630;Köp av huvudverksamhet;31 722,00
609 - Grundskolenämnden;MÖLNDALS STAD;2120001363;6092188472;4630;Köp av huvudverksamhet;93 747,00
609 - Grundskolenämnden;MÖLNDALS STAD;2120001363;6092188473;4630;Köp av huvudverksamhet;1 617 799,00
609 - Grundskolenämnden;MÖLNDALS STAD;2120001363;6092188473;4630;Köp av huvudverksamhet;239 275,00
610 - Utbildningsnämnden;KUNGÄLVS KOMMUN;2120001371;6101606400;4630;Köp av huvudverksamhet;1 578 399,00
610 - Utbildningsnämnden;KUNGÄLVS KOMMUN;2120001371;6101606401;4630;Köp av huvudverksamhet;354 717,00
610 - Utbildningsnämnden;KUNGÄLVS KOMMUN;2120001371;6101611264;7011;Transporter;3 764,16
610 - Utbildningsnämnden;KUNGÄLVS KOMMUN;2120001371;6101606956;7491;Tjänster välfärd och utbildningsinsatser;11 266,00
608 - Förskolenämnden;KUNGÄLVS KOMMUN;2120001371;6081769556;4630;Köp av huvudverksamhet;84 554,00
608 - Förskolenämnden;KUNGÄLVS KOMMUN;2120001371;6081779406;4630;Köp av huvudverksamhet;-11 733,00
608 - Förskolenämnden;KUNGÄLVS KOMMUN;2120001371;6081779404;4630;Köp av huvudverksamhet;72 820,00
609 - Grundskolenämnden;KUNGÄLVS KOMMUN;2120001371;6092206623;7499;Övriga främmande tjänster;679,25
609 - Grundskolenämnden;KUNGÄLVS KOMMUN;2120001371;6092188995;4630;Köp av huvudverksamhet;356 567,00
609 - Grundskolenämnden;KUNGÄLVS KOMMUN;2120001371;6092188995;4630;Köp av huvudverksamhet;44 097,00
609 - Grundskolenämnden;KUNGÄLVS KOMMUN;2120001371;6092188995;4630;Köp av huvudverksamhet;75 974,00
161 - Nämnden för funktionsstöd;KUNGÄLVS KOMMUN;2120001371;1611401287;4630;Köp av huvudverksamhet;52 640,00
161 - Nämnden för funktionsstöd;KUNGÄLVS KOMMUN;2120001371;1611401286;4630;Köp av huvudverksamhet;6 600,00
160 - Äldre samt vård- och omsorgsnämnden;LYSEKILS KOMMUN;2120001389;1601682304;4630;Köp av huvudverksamhet;1 588,00
160 - Äldre samt vård- och omsorgsnämnden;LYSEKILS KOMMUN;2120001389;1601673123;4630;Köp av huvudverksamhet;7 659,00
160 - Äldre samt vård- och omsorgsnämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1601684070;4630;Köp av huvudverksamhet;16 407,00
160 - Äldre samt vård- och omsorgsnämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1601684071;4630;Köp av huvudverksamhet;290,00
609 - Grundskolenämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;6092188051;4630;Köp av huvudverksamhet;67 438,00
609 - Grundskolenämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;6092188051;4630;Köp av huvudverksamhet;39 749,00
609 - Grundskolenämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;6092188051;4630;Köp av huvudverksamhet;65 946,00
609 - Grundskolenämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;6092206676;4630;Köp av huvudverksamhet;10 014,16
609 - Grundskolenämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;6092206676;4630;Köp av huvudverksamhet;52 762,84
609 - Grundskolenämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;6092206676;4630;Köp av huvudverksamhet;65 946,00
609 - Grundskolenämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;6092206676;4630;Köp av huvudverksamhet;64 438,00
161 - Nämnden för funktionsstöd;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1611401265;4630;Köp av huvudverksamhet;6 933,00
161 - Nämnden för funktionsstöd;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1611401265;4630;Köp av huvudverksamhet;6 934,00
161 - Nämnden för funktionsstöd;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1611401265;4630;Köp av huvudverksamhet;6 933,00
160 - Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601681462;4630;Köp av huvudverksamhet;8 686,70
160 - Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601681456;4630;Köp av huvudverksamhet;2 820,30
160 - Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601671425;4630;Köp av huvudverksamhet;290,00
160 - Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601671426;4630;Köp av huvudverksamhet;290,00
160 - Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601671427;4630;Köp av huvudverksamhet;290,00
160 - Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601671428;4630;Köp av huvudverksamhet;290,00
160 - Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601685409;4630;Köp av huvudverksamhet;19 472,00
160 - Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601685407;4630;Köp av huvudverksamhet;31 252,00
160 - Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601685406;4630;Köp av huvudverksamhet;126,00
609 - Grundskolenämnden;ALE KOMMUN;2120001439;6092188980;4630;Köp av huvudverksamhet;552 895,00
609 - Grundskolenämnden;ALE KOMMUN;2120001439;6092188981;4630;Köp av huvudverksamhet;32 975,00
609 - Grundskolenämnden;ALE KOMMUN;2120001439;6092188980;4630;Köp av huvudverksamhet;35 572,00
560 - Kretslopp och vattennämnden;ALE KOMMUN;2120001439;5601374581;4630;Köp av huvudverksamhet;8 000,00
161 - Nämnden för funktionsstöd;ALE KOMMUN;2120001439;1611398373;4630;Köp av huvudverksamhet;32 525,00
608 - Förskolenämnden;ALE KOMMUN;2120001439;6081779400;4630;Köp av huvudverksamhet;35 199,00
609 - Grundskolenämnden;LERUMS KOMMUN;2120001447;6092189577;6011;Lokalhyror;340,00
609 - Grundskolenämnden;LERUMS KOMMUN;2120001447;6092207057;4630;Köp av huvudverksamhet;417 761,00
609 - Grundskolenämnden;LERUMS KOMMUN;2120001447;6092207057;4630;Köp av huvudverksamhet;34 184,00
161 - Nämnden för funktionsstöd;LERUMS KOMMUN;2120001447;1611409590;4630;Köp av huvudverksamhet;28 602,00
610 - Utbildningsnämnden;LERUMS KOMMUN;2120001447;6101611349;4630;Köp av huvudverksamhet;28 558,00
610 - Utbildningsnämnden;LERUMS KOMMUN;2120001447;6101611350;4630;Köp av huvudverksamhet;710 161,00
160 - Äldre samt vård- och omsorgsnämnden;LERUMS KOMMUN;2120001447;1601669249;4630;Köp av huvudverksamhet;24 840,00
560 - Kretslopp och vattennämnden;LERUMS KOMMUN RENHÅLLNINGSENHETEN;2120001447;5601372375;4630;Köp av huvudverksamhet;64 200,00
610 - Utbildningsnämnden;VÅRGÅRDA KOMMUN;2120001454;6101611270;4630;Köp av huvudverksamhet;28 610,00
163 - Socialnämnden Nordost;VÅRGÅRDA KOMMUN;2120001454;1631114790;4630;Köp av huvudverksamhet;24 267,50
163 - Socialnämnden Nordost;VÅRGÅRDA KOMMUN;2120001454;1631114790;4630;Köp av huvudverksamhet;24 267,50
163 - Socialnämnden Nordost;VÅRGÅRDA KOMMUN;2120001454;1631114790;4630;Köp av huvudverksamhet;12 134,00
161 - Nämnden för funktionsstöd;BENGTSFORS KOMMUN;2120001470;1611401156;4630;Köp av huvudverksamhet;7 248,00
161 - Nämnden för funktionsstöd;MELLERUDS KOMMUN;2120001488;1611404166;4630;Köp av huvudverksamhet;27 304,00
609 - Grundskolenämnden;LILLA EDETS KOMMUN;2120001496;6092189015;4630;Köp av huvudverksamhet;93 747,00
609 - Grundskolenämnden;LILLA EDETS KOMMUN;2120001496;6092189015;4630;Köp av huvudverksamhet;51 557,00
609 - Grundskolenämnden;LILLA EDETS KOMMUN;2120001496;6092189014;4630;Köp av huvudverksamhet;93 747,00
609 - Grundskolenämnden;LILLA EDETS KOMMUN;2120001496;6092189014;4630;Köp av huvudverksamhet;51 557,00
160 - Äldre samt vård- och omsorgsnämnden;MARKS KOMMUN;2120001504;1601683908;4630;Köp av huvudverksamhet;851,00
610 - Utbildningsnämnden;HERRLJUNGA KOMMUN;2120001520;6101606876;4630;Köp av huvudverksamhet;95 664,00
161 - Nämnden för funktionsstöd;TROLLHÄTTANS KOMMUN;2120001546;1611408625;4630;Köp av huvudverksamhet;69 642,00
609 - Grundskolenämnden;TROLLHÄTTANS KOMMUN;2120001546;6092188015;4630;Köp av huvudverksamhet;70 632,00
608 - Förskolenämnden;BORÅS STAD;2120001561;6081780146;4630;Köp av huvudverksamhet;61 598,00
161 - Nämnden för funktionsstöd;BORÅS STAD;2120001561;1611400445;4630;Köp av huvudverksamhet;323 395,00
609 - Grundskolenämnden;MARIESTADS KOMMUN;2120001686;6092206745;4630;Köp av huvudverksamhet;18 030,00
625 - Nämnden för arbetsmarknad och vuxenutb;FALKÖPINGS KOMMUN;2120001744;6251057533;4630;Köp av huvudverksamhet;2 530,00
625 - Nämnden för arbetsmarknad och vuxenutb;FALKÖPINGS KOMMUN;2120001744;6251056877;4630;Köp av huvudverksamhet;2 530,00
609 - Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092193599;7499;Övriga främmande tjänster;6 130,00
609 - Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092206658;7611;Avgifter;9 800,00
609 - Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092194874;7499;Övriga främmande tjänster;6 695,00
609 - Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092194870;7499;Övriga främmande tjänster;20 000,00
609 - Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092194863;7611;Avgifter;9 600,00
609 - Grundskolenämnden;STORFORS KOMMUN;2120001785;6092194868;4630;Köp av huvudverksamhet;9 295,50
609 - Grundskolenämnden;STORFORS KOMMUN;2120001785;6092194868;4630;Köp av huvudverksamhet;9 295,50
609 - Grundskolenämnden;ASKERSUNDS KOMMUN;2120001983;6092188452;4630;Köp av huvudverksamhet;11 996,00
